date,region,category,channel,units_sold,unit_price,revenue
2025-09-08,North,Electronics,In-Store,3,248.14,744.42
2025-02-21,North,Home & Kitchen,In-Store,7,95.48,668.36
2025-05-21,West,Clothing,Online,4,55.97,223.88
2025-06-01,West,Electronics,In-Store,4,271.08,1084.32
2025-12-31,West,Sports,In-Store,6,61.77,518.87
2025-08-17,East,Home & Kitchen,In-Store,1,84.18,84.18
2025-07-20,South,Beauty,Online,3,34.25,102.75
2025-06-26,South,Electronics,Online,5,265.23,1326.15
2025-05-27,East,Electronics,Online,1,258.01,258.01
2025-09-14,South,Beauty,In-Store,2,28.9,57.8
2025-09-27,North,Electronics,Online,3,251.31,753.93
2025-10-10,South,Electronics,Online,4,214.44,857.76
2025-12-28,North,Electronics,Online,1,268.17,375.44
2025-12-03,East,Clothing,In-Store,7,46.53,455.99
2025-07-13,West,Electronics,Online,3,274.36,823.08
2025-01-15,South,Electronics,Online,4,288.1,1152.4
2025-03-06,North,Electronics,Online,5,296.06,1480.3
2025-07-29,East,Electronics,In-Store,4,232.64,930.56
2025-11-26,South,Electronics,Online,2,278.91,780.95
2025-01-10,West,Beauty,In-Store,5,36.52,182.6
2025-08-30,East,Electronics,Online,4,292.94,1171.76
2025-08-19,South,Home & Kitchen,Online,5,71.92,359.6
2025-10-27,South,Sports,Online,6,69.38,416.28
2025-10-05,North,Clothing,Online,2,43.34,86.68
2025-03-31,West,Home & Kitchen,Online,6,91.63,549.78
2025-11-09,North,Home & Kitchen,In-Store,5,92.78,649.46
2025-10-18,North,Clothing,Online,2,55.05,110.1
2025-06-12,East,Sports,Online,5,52.85,264.25
2025-10-15,West,Home & Kitchen,Online,5,96.49,482.45
2025-07-11,East,Sports,Online,7,68.54,479.78
2025-03-14,North,Home & Kitchen,Online,2,88.14,176.28
2025-03-14,West,Electronics,In-Store,6,288.12,1728.72
2025-07-05,West,Beauty,In-Store,3,30.04,90.12
2025-08-07,South,Electronics,Online,4,277.76,1111.04
2025-03-23,West,Clothing,Online,4,,182.48
2025-03-02,East,Sports,Online,7,62.31,436.17
2025-09-15,North,Electronics,Online,3,223.81,671.43
2025-05-26,South,Sports,In-Store,3,64.0,192.0
2025-10-24,North,Sports,In-Store,2,68.62,137.24
2025-12-25,South,Electronics,In-Store,3,230.86,969.61
2025-08-11,East,Sports,Online,7,61.95,433.65
2025-01-23,West,Electronics,In-Store,1,273.67,273.67
2025-07-22,North,Home & Kitchen,In-Store,3,85.56,256.68
2025-03-20,South,Clothing,Online,2,54.36,108.72
2025-10-07,North,Sports,Online,6,59.24,355.44
2025-02-12,West,Electronics,In-Store,2,266.89,533.78
2025-01-31,West,Clothing,Online,7,41.21,288.47
2025-08-05,East,Beauty,In-Store,7,32.7,228.9
2025-10-07,East,Sports,Online,7,71.71,501.97
2025-10-09,North,Sports,In-Store,1,71.0,71.0
2025-03-15,East,Home & Kitchen,Online,7,99.46,696.22
2025-01-21,North,Sports,Online,1,67.08,67.08
2025-07-24,South,Sports,Online,7,52.17,365.19
2025-05-08,East,Sports,Online,2,54.54,109.08
2025-02-17,South,Sports,Online,4,69.33,277.32
2025-03-06,East,Home & Kitchen,Online,5,72.5,362.5
2025-12-23,East,Sports,In-Store,1,73.76,103.26
2025-03-06,West,Home & Kitchen,Online,1,70.06,70.06
2025-09-14,West,Home & Kitchen,In-Store,3,83.6,250.8
2025-01-02,North,Electronics,Online,4,249.85,999.4
2025-02-18,West,Electronics,Online,3,242.26,726.78
2025-06-27,North,Beauty,Online,3,29.85,89.55
2025-08-18,West,Beauty,Online,6,26.94,161.64
2025-03-29,West,Sports,Online,6,62.58,375.48
2025-03-02,East,Electronics,Online,2,278.66,557.32
2025-01-31,East,Electronics,Online,1,231.34,231.34
2025-08-15,North,Electronics,In-Store,7,304.7,2132.9
2025-11-04,East,Beauty,Online,4,30.26,169.46
2025-11-06,East,Clothing,Online,6,40.46,339.86
2025-04-27,East,Sports,Online,6,52.01,312.06
2025-05-12,West,Clothing,Online,4,50.47,201.88
2025-03-22,North,Home & Kitchen,In-Store,7,90.54,633.78
2025-12-22,East,Sports,Online,6,54.7,459.48
2025-05-17,North,Clothing,Online,3,50.39,151.17
2025-12-30,West,Electronics,Online,1,238.8,334.32
2025-07-14,South,Clothing,Online,1,50.56,50.56
2025-02-23,West,Sports,In-Store,2,67.5,135.0
2025-07-22,East,Electronics,In-Store,1,247.36,247.36
2025-10-14,North,Electronics,Online,6,240.32,1441.92
2025-04-17,West,Electronics,In-Store,6,281.46,1688.76
2025-11-25,South,Home & Kitchen,Online,6,80.94,679.9
2025-08-23,West,Clothing,Online,7,39.53,276.71
2025-03-31,West,Clothing,Online,5,43.74,218.7
2025-02-21,South,Sports,Online,1,53.06,53.06
2025-09-23,West,Electronics,In-Store,2,277.81,555.62
2025-04-26,East,Home & Kitchen,Online,4,77.91,311.64
2025-06-24,South,Home & Kitchen,Online,3,73.87,221.61
2025-07-05,East,Sports,In-Store,3,56.06,168.18
2025-10-12,North,Electronics,Online,2,290.03,580.06
2025-08-29,South,Sports,In-Store,3,71.22,213.66
2025-08-21,East,Electronics,In-Store,7,266.14,1862.98
2025-02-10,South,Electronics,Online,1,221.9,221.9
2025-09-04,West,Beauty,In-Store,6,28.59,171.54
2025-10-05,South,Home & Kitchen,Online,4,79.95,319.8
2025-11-29,South,Sports,In-Store,6,67.76,569.18
2025-06-10,North,Clothing,Online,7,47.48,332.36
2025-02-15,North,Clothing,In-Store,2,48.05,96.1
2025-03-18,East,Electronics,Online,1,256.45,256.45
2025-03-28,North,Clothing,In-Store,1,52.89,52.89
2025-04-30,East,Sports,In-Store,7,60.53,423.71
2025-07-08,East,Home & Kitchen,In-Store,5,70.32,351.6
2025-04-23,West,Beauty,Online,4,35.49,141.96
2025-05-01,North,Sports,Online,1,60.96,60.96
2025-02-23,West,Home & Kitchen,In-Store,4,75.18,300.72
2025-06-22,East,Beauty,In-Store,2,35.35,70.7
2025-02-11,West,Home & Kitchen,In-Store,4,79.82,319.28
2025-05-17,South,Home & Kitchen,In-Store,6,93.26,559.56
2025-08-14,North,Electronics,In-Store,2,238.44,476.88
2025-05-07,North,Electronics,Online,3,258.12,774.36
2025-03-26,East,Electronics,In-Store,5,251.87,1259.35
2025-09-15,East,Home & Kitchen,In-Store,2,98.76,197.52
2025-01-17,West,Electronics,In-Store,4,282.89,1131.56
2025-11-03,South,Clothing,In-Store,1,49.6,69.44
2025-05-01,North,Clothing,Online,2,53.04,106.08
2025-04-20,East,Home & Kitchen,Online,7,84.01,588.07
2025-09-25,East,Beauty,Online,6,34.3,205.8
2025-01-19,West,Clothing,Online,2,43.61,87.22
2025-11-16,South,Electronics,In-Store,3,304.16,1277.47
2025-04-07,West,Clothing,In-Store,1,40.41,40.41
2025-09-30,West,Home & Kitchen,Online,2,94.39,188.78
2025-02-02,North,Clothing,In-Store,5,51.3,256.5
2025-10-01,North,Electronics,In-Store,5,249.93,1249.65
2025-01-25,South,Electronics,In-Store,2,291.15,582.3
2025-04-05,North,Beauty,In-Store,7,27.75,194.25
2025-12-02,East,Clothing,Online,3,43.57,182.99
2025-12-11,West,Clothing,Online,4,49.74,278.54
2025-03-17,North,Beauty,In-Store,5,35.83,179.15
2025-09-18,West,Electronics,In-Store,1,280.61,280.61
2025-07-29,South,Electronics,Online,5,272.82,1364.1
2025-08-14,South,Beauty,In-Store,7,36.56,255.92
2025-08-30,North,Electronics,Online,2,257.5,515.0
2025-09-29,North,Clothing,Online,5,51.86,259.3
2025-07-28,East,Electronics,Online,4,271.68,1086.72
2025-06-27,North,Sports,Online,3,70.39,211.17
2025-09-25,West,Electronics,In-Store,1,276.73,276.73
2025-01-07,East,Home & Kitchen,In-Store,1,78.13,78.13
2025-09-19,North,Electronics,In-Store,2,299.6,599.2
2025-07-26,North,Sports,Online,6,74.38,446.28
2025-07-29,West,Clothing,In-Store,1,55.61,55.61
2025-03-18,North,Electronics,In-Store,7,270.46,1893.22
2025-01-15,West,Home & Kitchen,Online,2,91.91,183.82
2025-11-12,South,Home & Kitchen,Online,4,96.2,538.72
2025-05-27,East,Home & Kitchen,In-Store,1,82.78,82.78
2025-12-31,South,Sports,Online,5,74.92,524.44
2025-03-19,East,Home & Kitchen,In-Store,7,68.99,482.93
2025-06-24,South,Sports,Online,7,53.21,372.47
2025-03-18,South,Clothing,Online,2,39.55,79.1
2025-06-14,East,Electronics,In-Store,5,276.48,1382.4
2025-11-02,West,Beauty,Online,6,32.3,271.32
2025-02-09,South,Electronics,Online,7,258.77,1811.39
2025-07-07,West,Electronics,In-Store,1,293.51,293.51
2025-12-02,East,Home & Kitchen,In-Store,3,91.26,383.29
2025-03-13,South,Electronics,In-Store,2,293.09,586.18
2025-06-28,West,Clothing,Online,4,51.6,206.4
2025-03-07,South,Home & Kitchen,Online,1,94.09,94.09
2025-09-12,West,Clothing,Online,6,42.97,257.82
2025-01-18,South,Home & Kitchen,Online,5,80.53,402.65
2025-07-07,North,Home & Kitchen,Online,6,80.1,480.6
2025-09-26,East,Clothing,Online,6,42.73,256.38
2025-02-17,North,Clothing,Online,3,49.6,148.8
2025-06-12,North,Clothing,Online,4,54.08,216.32
2025-11-12,East,Beauty,Online,3,35.73,150.07
2025-09-10,North,Home & Kitchen,Online,4,98.55,394.2
2025-08-22,East,Beauty,Online,4,36.74,146.96
2025-11-09,West,Electronics,Online,7,224.81,2203.14
2025-08-22,North,Clothing,Online,7,51.2,358.4
2025-10-13,South,Electronics,Online,1,254.02,254.02
2025-11-12,South,Clothing,Online,5,48.81,341.67
2025-12-19,East,Beauty,Online,2,30.07,84.2
2025-06-16,East,Home & Kitchen,Online,6,97.75,586.5
2025-09-24,North,Clothing,Online,4,45.69,182.76
2025-06-15,North,Electronics,Online,5,303.09,1515.45
2025-11-16,North,Clothing,Online,3,46.16,193.87
2025-06-12,East,Clothing,In-Store,3,53.85,161.55
2025-05-26,East,Beauty,Online,2,33.88,67.76
2025-09-28,West,Electronics,Online,2,269.6,539.2
2025-07-02,North,Home & Kitchen,In-Store,7,69.77,488.39
2025-03-21,South,Electronics,Online,6,249.96,1499.76
2025-12-30,South,Clothing,In-Store,1,38.4,53.76
2025-09-21,West,Electronics,In-Store,3,273.59,820.77
2025-04-20,North,Home & Kitchen,Online,4,,321.76
2025-06-15,South,Clothing,Online,4,48.41,193.64
2025-07-24,South,Home & Kitchen,Online,2,78.13,156.26
2025-11-14,West,Sports,Online,3,61.6,258.72
2025-02-04,West,Sports,In-Store,4,57.18,228.72
2025-11-04,East,Home & Kitchen,Online,7,92.29,904.44
2025-05-07,West,Electronics,Online,1,293.61,293.61
2025-04-02,East,Sports,In-Store,3,63.9,191.7
2025-09-14,East,Electronics,Online,5,257.18,1285.9
2025-08-23,North,Clothing,Online,4,55.75,223.0
2025-02-20,North,Electronics,In-Store,3,275.35,826.05
2025-06-17,North,Electronics,In-Store,7,272.17,1905.19
2025-03-20,South,Clothing,Online,5,48.78,243.9
2025-07-26,West,Electronics,Online,6,302.63,1815.78
2025-08-24,North,Home & Kitchen,In-Store,7,89.23,624.61
2025-09-15,West,Electronics,Online,7,218.21,1527.47
2025-05-11,South,Clothing,In-Store,4,56.25,225.0
2025-06-20,South,Sports,Online,4,74.57,298.28
2025-05-08,North,Electronics,Online,6,215.78,1294.68
2025-07-30,South,Electronics,Online,5,228.66,1143.3
2025-09-08,South,Clothing,Online,1,45.64,45.64
2025-10-24,South,Electronics,In-Store,5,233.6,1168.0
2025-04-01,East,Electronics,Online,2,244.81,489.62
2025-12-15,East,Electronics,In-Store,7,277.98,2724.2
2025-05-29,West,Home & Kitchen,Online,2,76.74,153.48
2025-12-02,East,Clothing,In-Store,4,51.49,288.34
2025-12-28,East,Electronics,In-Store,1,252.96,354.14
2025-10-31,West,Electronics,In-Store,3,218.15,654.45
2025-03-19,West,Sports,Online,4,67.25,269.0
2025-07-19,South,Sports,Online,4,72.46,289.84
2025-07-21,East,Sports,In-Store,5,61.91,309.55
2025-06-11,North,Electronics,In-Store,7,293.11,2051.77
2025-12-30,South,Clothing,In-Store,1,52.55,73.57
2025-03-23,West,Sports,Online,4,52.27,209.08
2025-07-11,South,Electronics,In-Store,4,286.91,1147.64
2025-08-17,East,Electronics,Online,4,226.37,905.48
2025-09-06,East,Electronics,In-Store,4,277.75,1111.0
2025-04-02,North,Clothing,Online,5,46.9,234.5
2025-10-22,East,Electronics,Online,7,229.48,1606.36
2025-04-15,South,Clothing,Online,1,42.02,42.02
2025-12-09,South,Electronics,In-Store,2,281.09,787.05
2025-03-28,North,Electronics,Online,7,265.79,1860.53
2025-02-11,North,Beauty,Online,4,,112.28
2025-10-19,North,Home & Kitchen,In-Store,1,81.3,81.3
2025-11-22,South,Electronics,Online,5,256.83,1797.81
2025-09-11,North,Beauty,Online,5,,182.3
2025-03-15,North,Home & Kitchen,Online,4,94.12,376.48
2025-09-07,West,Clothing,Online,4,54.64,218.56
2025-04-25,North,Clothing,In-Store,5,50.58,252.9
2025-01-16,South,Beauty,In-Store,6,29.47,176.82
2025-03-07,East,Clothing,In-Store,6,47.79,286.74
2025-10-01,East,Home & Kitchen,Online,1,68.92,68.92
2025-05-03,South,Sports,Online,2,69.68,139.36
2025-09-15,South,Beauty,Online,6,26.26,157.56
2025-11-20,North,Beauty,Online,2,36.0,100.8
2025-05-05,South,Clothing,Online,6,55.37,332.22
2025-07-10,East,Beauty,Online,1,28.4,28.4
2025-05-12,West,Sports,Online,3,55.35,166.05
2025-11-26,South,Clothing,Online,3,55.58,233.44
2025-08-14,North,Clothing,Online,7,39.89,279.23
2025-02-23,East,Sports,Online,5,55.68,278.4
2025-03-09,West,Sports,Online,7,66.82,467.74
2025-05-14,North,Electronics,In-Store,5,218.14,1090.7
2025-06-24,East,Electronics,Online,5,312.08,1560.4
2025-11-08,West,Electronics,Online,5,245.98,1721.86
2025-01-10,East,Sports,Online,5,53.89,269.45
2025-08-06,North,Clothing,In-Store,5,43.46,217.3
2025-08-04,West,Electronics,Online,3,305.59,916.77
2025-06-14,North,Clothing,In-Store,1,40.54,40.54
2025-11-15,North,Clothing,Online,4,55.91,313.1
2025-03-21,North,Sports,In-Store,4,53.55,214.2
2025-07-30,South,Beauty,In-Store,5,35.96,179.8
2025-02-03,East,Electronics,Online,2,267.63,535.26
2025-08-22,East,Electronics,Online,6,212.95,1277.7
2025-12-10,North,Clothing,Online,6,46.22,388.25
2025-11-05,East,Beauty,Online,6,27.33,229.57
2025-03-22,South,Home & Kitchen,Online,5,82.5,412.5
2025-07-16,East,Electronics,Online,7,251.58,1761.06
2025-08-10,South,Electronics,Online,2,222.84,445.68
2025-09-30,West,Electronics,Online,5,221.06,1105.3
2025-06-08,East,Sports,Online,4,58.68,234.72
2025-03-15,East,Home & Kitchen,Online,1,90.27,90.27
2025-07-01,South,Electronics,Online,2,301.07,602.14
2025-12-22,West,Electronics,Online,1,252.31,353.23
2025-12-19,South,Clothing,In-Store,3,44.18,185.56
2025-04-24,East,Sports,Online,2,67.13,134.26
2025-09-12,North,Beauty,In-Store,4,26.62,106.48
2025-02-06,North,Sports,In-Store,5,66.47,332.35
2025-06-27,North,Electronics,Online,6,283.37,1700.22
2025-02-16,North,Electronics,Online,6,311.82,1870.92
2025-07-27,East,Sports,Online,3,57.5,172.5
2025-05-21,South,Home & Kitchen,Online,7,80.21,561.47
2025-03-30,East,Electronics,Online,4,225.59,902.36
2025-10-07,West,Clothing,In-Store,5,53.11,265.55
2025-12-02,West,Beauty,In-Store,7,26.83,262.93
2025-09-11,South,Clothing,Online,2,52.39,104.78
2025-09-17,West,Electronics,Online,5,291.01,1455.05
2025-04-17,West,Home & Kitchen,Online,7,68.4,478.8
2025-01-31,West,Sports,Online,7,53.35,373.45
2025-11-05,South,Beauty,In-Store,2,32.08,89.82
2025-09-25,West,Clothing,Online,5,46.72,233.6
2025-02-28,North,Beauty,In-Store,4,25.62,102.48
2025-08-01,West,Sports,Online,4,,286.84
2025-03-12,South,Electronics,Online,7,252.19,1765.33
2025-07-26,South,Home & Kitchen,Online,2,,153.76
2025-08-15,East,Clothing,Online,5,48.82,244.1
2025-12-09,West,Sports,Online,6,74.41,625.04
2025-07-11,North,Home & Kitchen,Online,7,92.53,647.71
2025-10-07,East,Home & Kitchen,Online,3,86.49,259.47
2025-06-17,East,Electronics,In-Store,5,262.4,1312.0
2025-06-19,East,Home & Kitchen,Online,7,94.64,662.48
2025-05-14,East,Clothing,Online,4,45.09,180.36
2025-07-15,East,Beauty,In-Store,3,27.1,81.3
2025-11-04,East,Sports,Online,1,54.6,76.44
2025-07-16,West,Electronics,Online,7,254.41,1780.87
2025-07-05,West,Electronics,In-Store,5,243.36,1216.8
2025-09-14,North,Electronics,Online,1,298.74,298.74
2025-01-28,South,Electronics,Online,7,276.57,1935.99
2025-08-27,East,Electronics,Online,1,266.79,266.79
2025-08-22,North,Home & Kitchen,Online,6,95.48,572.88
2025-05-22,North,Sports,In-Store,1,67.68,67.68
2025-02-24,North,Beauty,Online,1,27.87,27.87
2025-03-29,North,Electronics,In-Store,5,302.65,1513.25
2025-07-01,East,Home & Kitchen,In-Store,5,81.98,409.9
2025-06-04,East,Electronics,Online,1,214.75,214.75
2025-09-29,West,Electronics,In-Store,3,282.99,848.97
2025-08-06,South,Home & Kitchen,In-Store,-7,80.54,563.78
2025-10-28,North,Electronics,Online,4,284.56,1138.24
2025-06-21,North,Electronics,Online,6,305.93,1835.58
2025-06-13,West,Sports,In-Store,5,73.53,367.65
2025-06-04,North,Beauty,In-Store,5,27.17,135.85
2025-09-16,West,Home & Kitchen,Online,2,89.28,178.56
2025-05-03,East,Sports,Online,4,72.98,291.92
2025-05-05,North,Electronics,In-Store,7,281.3,1969.1
2025-03-10,West,Electronics,In-Store,2,238.85,477.7
2025-01-15,North,Electronics,Online,7,228.18,1597.26
2025-05-14,East,Clothing,Online,1,47.79,47.79
2025-01-21,East,Home & Kitchen,In-Store,7,68.58,480.06
2025-02-12,North,Home & Kitchen,Online,4,72.36,289.44
2025-11-20,North,Clothing,In-Store,4,50.39,282.18
2025-10-13,West,Home & Kitchen,Online,6,94.11,564.66
2025-05-23,South,Sports,Online,7,74.03,518.21
2025-12-29,South,Electronics,Online,2,280.46,785.29
2025-01-15,South,Home & Kitchen,In-Store,5,89.25,446.25
2025-02-21,East,Beauty,In-Store,4,31.32,125.28
2025-05-15,North,Beauty,In-Store,3,27.92,83.76
2025-08-08,West,Clothing,Online,7,43.08,301.56
2025-07-14,South,Electronics,In-Store,2,278.43,556.86
2025-07-31,West,Electronics,In-Store,1,223.09,223.09
2025-02-18,North,Clothing,In-Store,1,52.61,52.61
2025-01-15,East,Clothing,Online,6,45.5,273.0
2025-06-08,North,Home & Kitchen,Online,5,70.12,350.6
2025-03-06,East,Electronics,Online,2,298.62,597.24
2025-09-23,West,Clothing,Online,7,39.68,277.76
2025-07-03,North,Electronics,Online,7,303.6,2125.2
2025-05-09,South,Electronics,Online,6,308.33,1849.98
2025-01-27,North,Electronics,Online,1,296.95,296.95
2025-08-08,North,Beauty,Online,4,32.75,131.0
2025-03-30,West,Electronics,Online,6,279.92,1679.52
2025-10-05,North,Electronics,Online,6,293.5,1761.0
2025-05-08,East,Beauty,Online,3,32.75,98.25
2025-09-08,West,Clothing,Online,5,48.21,241.05
2025-04-08,West,Clothing,Online,4,45.59,182.36
2025-05-29,East,Sports,In-Store,4,65.01,260.04
2025-06-11,North,Clothing,Online,7,45.36,317.52
2025-09-23,North,Clothing,In-Store,3,38.89,116.67
2025-08-31,West,Beauty,Online,5,27.63,138.15
2025-01-23,South,Sports,In-Store,2,63.3,126.6
2025-11-07,South,Electronics,Online,7,226.87,2223.33
2025-06-05,North,Clothing,Online,4,56.23,224.92
2025-02-12,East,Sports,Online,2,65.05,130.1
2025-09-17,South,Electronics,Online,2,264.88,529.76
2025-06-19,West,Sports,Online,4,63.45,253.8
2025-03-31,East,Electronics,In-Store,4,269.84,1079.36
2025-12-14,North,Sports,Online,1,66.56,93.18
2025-04-18,North,Beauty,In-Store,6,26.31,157.86
2025-04-11,South,Clothing,In-Store,5,51.62,258.1
2025-02-02,West,Home & Kitchen,In-Store,1,94.36,94.36
2025-12-10,North,Home & Kitchen,In-Store,6,,803.88
2025-01-12,East,Clothing,Online,2,43.36,86.72
2025-01-13,East,Home & Kitchen,Online,4,80.35,321.4
2025-03-12,South,Clothing,Online,5,48.88,244.4
2025-10-18,East,Electronics,Online,5,264.15,1320.75
2025-11-16,North,Electronics,Online,3,305.66,1283.77
2025-12-05,South,Home & Kitchen,Online,1,73.55,102.97
2025-02-23,South,Electronics,Online,7,233.49,1634.43
2025-10-31,East,Electronics,In-Store,4,237.82,951.28
2025-08-23,South,Electronics,Online,5,252.36,1261.8
2025-02-16,North,Sports,Online,6,60.87,365.22
2025-01-06,North,Clothing,Online,6,52.16,312.96
2025-12-28,South,Sports,Online,5,61.46,430.22
2025-10-30,West,Electronics,Online,7,221.28,1548.96
2025-12-18,South,Sports,Online,6,66.06,554.9
2025-09-13,West,Clothing,Online,4,47.37,189.48
2025-01-01,South,Clothing,In-Store,6,46.9,281.4
2025-02-19,South,Home & Kitchen,In-Store,6,75.0,450.0
2025-10-23,South,Electronics,Online,7,297.07,2079.49
2025-03-19,West,Home & Kitchen,In-Store,-5,92.3,461.5
2025-01-07,West,Clothing,Online,6,43.68,262.08
2025-08-04,West,Home & Kitchen,Online,3,80.33,240.99
2025-11-13,South,Sports,Online,3,60.86,255.61
2025-01-27,South,Clothing,In-Store,7,43.81,306.67
2025-11-29,North,Sports,In-Store,1,64.76,90.66
2025-12-22,South,Electronics,Online,4,285.75,1600.2
2025-01-19,South,Home & Kitchen,Online,5,69.96,349.8
2025-06-26,South,Clothing,Online,4,46.18,184.72
2025-04-29,North,Electronics,Online,1,257.92,257.92
2025-09-08,South,Sports,In-Store,4,51.31,205.24
2025-01-14,North,Clothing,Online,5,50.7,253.5
2025-11-29,West,Home & Kitchen,Online,3,85.93,360.91
2025-07-22,East,Sports,In-Store,7,56.14,392.98
2025-04-23,North,Clothing,Online,6,48.09,288.54
2025-02-13,South,Electronics,Online,1,243.6,243.6
2025-11-08,West,Electronics,In-Store,7,297.38,2914.32
2025-08-19,West,Electronics,Online,6,306.72,1840.32
2025-01-21,East,Clothing,Online,6,52.3,313.8
2025-03-25,South,Home & Kitchen,Online,6,90.0,540.0
2025-05-20,North,Electronics,Online,7,290.19,2031.33
2025-09-27,South,Electronics,Online,7,226.91,1588.37
2025-03-02,West,Home & Kitchen,In-Store,4,84.87,339.48
2025-04-05,East,Home & Kitchen,In-Store,6,91.09,546.54
2025-09-07,East,Home & Kitchen,In-Store,6,99.36,596.16
2025-05-21,West,Home & Kitchen,Online,6,87.5,525.0
2025-09-11,West,Electronics,In-Store,1,243.84,243.84
2025-08-16,West,Electronics,Online,7,242.85,1699.95
2025-06-28,South,Sports,In-Store,2,64.85,129.7
2025-11-14,North,Electronics,In-Store,6,246.42,2069.93
2025-03-09,South,Home & Kitchen,In-Store,2,78.91,157.82
2025-09-09,East,Clothing,Online,2,55.42,110.84
2025-03-30,North,Sports,Online,6,61.21,367.26
2025-12-09,North,Home & Kitchen,Online,6,70.55,592.62
2025-01-20,North,Home & Kitchen,Online,6,90.0,540.0
2025-06-22,East,Sports,In-Store,2,64.28,128.56
2025-09-13,West,Home & Kitchen,Online,4,90.02,360.08
2025-09-30,East,Electronics,Online,5,268.37,1341.85
2025-09-29,East,Clothing,Online,1,44.98,44.98
2025-06-29,South,Electronics,Online,4,284.99,1139.96
2025-05-01,East,Home & Kitchen,Online,1,80.87,80.87
2025-11-11,North,Home & Kitchen,Online,6,82.67,694.43
2025-03-24,North,Beauty,Online,6,26.75,160.5
2025-12-19,South,Electronics,In-Store,3,291.98,1226.32
2025-03-28,West,Clothing,Online,1,47.39,47.39
2025-09-05,South,Clothing,Online,7,44.52,311.64
2025-01-26,South,Clothing,In-Store,4,47.62,190.48
2025-11-02,West,Home & Kitchen,In-Store,4,74.77,418.71
2025-08-12,South,Clothing,In-Store,2,45.76,91.52
2025-09-22,East,Clothing,Online,4,55.41,221.64
2025-02-03,West,Sports,Online,2,71.15,142.3
2025-06-17,East,Electronics,Online,6,283.61,1701.66
2025-02-15,East,Home & Kitchen,In-Store,7,80.57,563.99
2025-01-16,West,Clothing,Online,5,55.0,275.0
2025-09-22,East,Sports,In-Store,5,53.57,267.85
2025-11-16,West,Home & Kitchen,In-Store,7,69.44,680.51
2025-12-19,North,Home & Kitchen,In-Store,5,78.59,550.13
2025-07-12,East,Clothing,Online,5,53.62,268.1
2025-12-18,East,Home & Kitchen,Online,2,71.27,199.56
2025-06-01,West,Clothing,In-Store,4,54.65,218.6
2025-05-30,West,Sports,Online,7,58.78,411.46
2025-10-25,East,Electronics,Online,1,292.47,292.47
2025-11-22,North,Clothing,Online,2,47.75,133.7
2025-04-13,East,Clothing,Online,6,45.49,272.94
2025-05-16,East,Sports,In-Store,6,61.27,367.62
2025-06-16,North,Beauty,In-Store,3,30.49,91.47
2025-12-12,West,Beauty,Online,4,34.45,192.92
2025-11-04,South,Sports,Online,2,62.4,174.72
2025-10-31,North,Clothing,In-Store,2,41.82,83.64
2025-03-10,South,Clothing,In-Store,3,45.81,137.43
2025-12-27,North,Clothing,Online,1,41.59,58.23
2025-06-11,South,Sports,Online,4,54.03,216.12
2025-06-19,East,Home & Kitchen,In-Store,5,85.82,429.1
2025-10-02,South,Clothing,In-Store,5,43.24,216.2
2025-04-17,West,Electronics,Online,7,256.34,1794.38
2025-01-24,West,Sports,Online,4,55.8,223.2
2025-08-06,East,Sports,Online,3,61.3,183.9
2025-12-27,South,Electronics,In-Store,1,284.59,398.43
2025-04-25,North,Electronics,In-Store,1,295.68,295.68
2025-09-17,West,Home & Kitchen,In-Store,1,94.79,94.79
2025-06-04,West,Home & Kitchen,In-Store,3,84.18,252.54
2025-03-15,East,Sports,Online,6,73.39,440.34
2025-04-20,South,Home & Kitchen,In-Store,3,86.66,259.98
2025-11-21,South,Beauty,Online,3,33.08,138.94
2025-04-22,South,Clothing,In-Store,6,40.54,243.24
2025-07-09,South,Home & Kitchen,Online,4,96.78,387.12
2025-05-27,East,Clothing,In-Store,4,42.86,171.44
2025-12-28,East,Electronics,In-Store,3,285.95,1200.99
2025-04-17,West,Electronics,Online,4,225.15,900.6
2025-08-24,West,Electronics,In-Store,7,282.89,1980.23
2025-05-26,East,Clothing,Online,5,47.87,239.35
2025-12-13,West,Clothing,In-Store,7,43.72,428.46
2025-01-30,East,Sports,Online,3,69.6,208.8
2025-08-03,North,Clothing,In-Store,7,41.47,290.29
2025-05-08,East,Electronics,Online,2,241.42,482.84
2025-03-13,North,Sports,Online,6,68.27,409.62
2025-04-15,West,Electronics,Online,7,312.17,2185.19
2025-12-02,North,Clothing,In-Store,6,,334.66
2025-01-10,North,Home & Kitchen,Online,4,82.96,331.84
2025-09-12,West,Sports,In-Store,7,63.92,447.44
2025-10-04,West,Beauty,In-Store,5,25.71,128.55
2025-03-08,West,Electronics,Online,1,262.01,262.01
2025-01-27,East,Clothing,In-Store,2,47.13,94.26
2025-10-05,North,Clothing,Online,5,44.55,222.75
2025-01-01,North,Beauty,Online,3,35.16,105.48
2025-12-03,West,Home & Kitchen,In-Store,2,87.72,245.62
2025-09-29,South,Beauty,Online,6,36.81,220.86
2025-03-11,East,Electronics,Online,7,282.07,1974.49
2025-04-22,North,Clothing,In-Store,1,44.89,44.89
2025-08-09,West,Electronics,Online,6,258.6,1551.6
2025-05-12,West,Clothing,In-Store,3,39.3,117.9
2025-06-20,East,Sports,In-Store,5,60.51,302.55
2025-02-20,West,Home & Kitchen,Online,7,74.45,521.15
2025-06-05,North,Sports,In-Store,4,55.31,221.24
