date,region,category,channel,units_sold,unit_price,revenue,month,month_name,quarter,weekday,is_weekend
2025-05-29,West,Home & Kitchen,Online,2,75.67,151.34,5,May,2,Thursday,False
2025-07-26,North,Beauty,Online,5,37.01,185.05,7,Jul,3,Saturday,True
2025-06-13,West,Home & Kitchen,In-Store,3,92.38,277.14,6,Jun,2,Friday,False
2025-06-17,South,Clothing,Online,5,39.42,197.1,6,Jun,2,Tuesday,False
2025-09-28,North,Home & Kitchen,In-Store,2,85.97,171.94,9,Sep,3,Sunday,True
2025-10-25,West,Clothing,Online,5,41.39,206.95,10,Oct,4,Saturday,True
2025-11-30,East,Electronics,Online,7,270.88,1896.16,11,Nov,4,Sunday,True
2025-01-08,West,Beauty,Online,6,36.53,219.18,1,Jan,1,Wednesday,False
2025-02-24,North,Home & Kitchen,In-Store,7,74.62,522.34,2,Feb,1,Monday,False
2025-07-17,East,Sports,Online,2,58.24,116.48,7,Jul,3,Thursday,False
2025-10-01,West,Home & Kitchen,In-Store,1,92.17,92.17,10,Oct,4,Wednesday,False
2025-03-10,East,Clothing,Online,5,38.7,193.5,3,Mar,1,Monday,False
2025-01-16,South,Electronics,In-Store,2,240.01,480.02,1,Jan,1,Thursday,False
2025-07-11,East,Electronics,Online,5,255.24,1276.2,7,Jul,3,Friday,False
2025-08-11,East,Electronics,Online,2,261.86,523.72,8,Aug,3,Monday,False
2025-06-05,West,Electronics,Online,3,213.54,640.62,6,Jun,2,Thursday,False
2025-05-31,East,Clothing,Online,1,40.24,40.24,5,May,2,Saturday,True
2025-10-28,East,Electronics,Online,3,266.88,800.64,10,Oct,4,Tuesday,False
2025-05-08,East,Electronics,Online,1,229.6,229.6,5,May,2,Thursday,False
2025-07-30,West,Electronics,In-Store,3,308.78,926.34,7,Jul,3,Wednesday,False
2025-07-09,South,Sports,Online,7,74.59,522.13,7,Jul,3,Wednesday,False
2025-07-28,West,Electronics,In-Store,5,214.99,1074.95,7,Jul,3,Monday,False
2025-09-06,West,Electronics,Online,1,267.09,267.09,9,Sep,3,Saturday,True
2025-11-11,East,Electronics,Online,4,279.92,1119.68,11,Nov,4,Tuesday,False
2025-03-19,North,Beauty,Online,7,34.61,242.27,3,Mar,1,Wednesday,False
2025-05-24,West,Home & Kitchen,Online,3,77.6,232.8,5,May,2,Saturday,True
2025-10-18,East,Electronics,In-Store,2,238.75,477.5,10,Oct,4,Saturday,True
2025-11-03,South,Beauty,Online,2,26.14,52.28,11,Nov,4,Monday,False
2025-12-04,South,Clothing,In-Store,6,54.53,327.18,12,Dec,4,Thursday,False
2025-03-07,West,Electronics,In-Store,5,213.62,1068.1,3,Mar,1,Friday,False
2025-05-17,North,Clothing,Online,2,46.04,92.08,5,May,2,Saturday,True
2025-02-01,West,Clothing,Online,6,39.17,235.02,2,Feb,1,Saturday,True
2025-02-18,West,Beauty,Online,7,26.8,187.6,2,Feb,1,Tuesday,False
2025-08-11,North,Clothing,In-Store,1,52.28,52.28,8,Aug,3,Monday,False
2025-04-23,West,Clothing,Online,1,52.15,52.15,4,Apr,2,Wednesday,False
2025-08-30,East,Electronics,Online,1,283.19,283.19,8,Aug,3,Saturday,True
2025-08-31,East,Electronics,In-Store,6,215.26,1291.56,8,Aug,3,Sunday,True
2025-10-18,North,Electronics,In-Store,5,246.48,1232.4,10,Oct,4,Saturday,True
2025-06-05,South,Clothing,Online,2,53.72,107.44,6,Jun,2,Thursday,False
2025-06-04,West,Clothing,Online,6,51.19,307.14,6,Jun,2,Wednesday,False
2025-03-16,West,Clothing,Online,4,40.86,163.44,3,Mar,1,Sunday,True
2025-11-05,North,Sports,Online,1,74.14,74.14,11,Nov,4,Wednesday,False
2025-03-20,East,Home & Kitchen,Online,7,71.54,500.78,3,Mar,1,Thursday,False
2025-04-13,East,Clothing,Online,2,45.97,91.94,4,Apr,2,Sunday,True
2025-08-23,South,Sports,In-Store,6,61.07,366.42,8,Aug,3,Saturday,True
2025-04-27,North,Beauty,In-Store,6,26.28,157.68,4,Apr,2,Sunday,True
2025-10-20,South,Electronics,Online,6,286.93,1721.58,10,Oct,4,Monday,False
2025-10-12,West,Electronics,Online,2,263.34,526.68,10,Oct,4,Sunday,True
2025-10-01,South,Home & Kitchen,Online,5,69.42,347.1,10,Oct,4,Wednesday,False
2025-09-11,East,Beauty,Online,5,27.54,137.7,9,Sep,3,Thursday,False
2025-04-05,North,Home & Kitchen,In-Store,4,72.06,288.24,4,Apr,2,Saturday,True
2025-05-11,East,Clothing,Online,1,55.72,55.72,5,May,2,Sunday,True
2025-01-18,North,Clothing,In-Store,5,49.58,247.9,1,Jan,1,Saturday,True
2025-08-19,South,Sports,In-Store,2,53.87,107.74,8,Aug,3,Tuesday,False
2025-11-20,South,Electronics,Online,1,221.29,221.29,11,Nov,4,Thursday,False
2025-09-20,North,Clothing,In-Store,5,43.05,215.25,9,Sep,3,Saturday,True
2025-03-26,South,Electronics,Online,6,295.63,1773.78,3,Mar,1,Wednesday,False
2025-04-29,West,Electronics,In-Store,4,249.49,997.96,4,Apr,2,Tuesday,False
2025-07-09,West,Clothing,In-Store,5,46.61,233.05,7,Jul,3,Wednesday,False
2025-08-05,North,Clothing,Online,2,44.23,88.46,8,Aug,3,Tuesday,False
2025-02-06,West,Electronics,Online,2,308.48,616.96,2,Feb,1,Thursday,False
2025-07-28,South,Home & Kitchen,In-Store,7,81.27,568.89,7,Jul,3,Monday,False
2025-11-19,East,Sports,Online,7,51.6,361.2,11,Nov,4,Wednesday,False
2025-04-11,West,Beauty,Online,4,28.27,113.08,4,Apr,2,Friday,False
2025-08-14,North,Sports,Online,4,58.66,234.64,8,Aug,3,Thursday,False
2025-02-01,North,Electronics,In-Store,5,225.84,1129.2,2,Feb,1,Saturday,True
2025-11-07,South,Electronics,In-Store,2,295.5,591.0,11,Nov,4,Friday,False
2025-08-08,North,Sports,Online,2,55.38,110.76,8,Aug,3,Friday,False
2025-12-31,North,Home & Kitchen,Online,4,71.69,286.76,12,Dec,4,Wednesday,False
2025-10-19,West,Electronics,Online,7,301.42,2109.94,10,Oct,4,Sunday,True
2025-08-14,West,Electronics,Online,4,260.75,1043.0,8,Aug,3,Thursday,False
2025-11-05,North,Electronics,Online,3,267.1,801.3,11,Nov,4,Wednesday,False
2025-11-28,South,Electronics,Online,6,258.36,1550.16,11,Nov,4,Friday,False
2025-01-21,North,Beauty,Online,7,29.59,207.13,1,Jan,1,Tuesday,False
2025-08-02,West,Electronics,In-Store,2,246.46,492.92,8,Aug,3,Saturday,True
2025-10-06,East,Electronics,In-Store,7,250.66,1754.62,10,Oct,4,Monday,False
2025-09-01,South,Home & Kitchen,Online,4,93.6,374.4,9,Sep,3,Monday,False
2025-04-23,South,Home & Kitchen,Online,7,70.22,491.54,4,Apr,2,Wednesday,False
2025-07-12,South,Sports,Online,7,74.13,518.91,7,Jul,3,Saturday,True
2025-07-28,West,Electronics,Online,5,225.11,1125.55,7,Jul,3,Monday,False
2025-08-12,East,Sports,In-Store,2,64.12,128.24,8,Aug,3,Tuesday,False
2025-01-24,West,Clothing,Online,7,52.83,369.81,1,Jan,1,Friday,False
2025-01-12,North,Clothing,Online,5,55.26,276.3,1,Jan,1,Sunday,True
2025-09-19,South,Beauty,Online,7,35.6,249.2,9,Sep,3,Friday,False
2025-09-01,South,Sports,Online,5,71.66,358.3,9,Sep,3,Monday,False
2025-04-27,West,Electronics,In-Store,1,246.24,246.24,4,Apr,2,Sunday,True
2025-08-09,South,Electronics,Online,3,238.84,716.52,8,Aug,3,Saturday,True
2025-09-16,North,Clothing,Online,5,52.8,264.0,9,Sep,3,Tuesday,False
2025-07-18,North,Electronics,Online,3,302.93,908.79,7,Jul,3,Friday,False
2025-09-07,North,Beauty,Online,6,35.23,211.38,9,Sep,3,Sunday,True
2025-06-05,South,Electronics,In-Store,7,286.49,2005.43,6,Jun,2,Thursday,False
2025-08-30,East,Electronics,Online,5,290.94,1454.7,8,Aug,3,Saturday,True
2025-06-01,West,Clothing,In-Store,7,43.55,304.85,6,Jun,2,Sunday,True
2025-04-26,West,Sports,Online,1,67.82,67.82,4,Apr,2,Saturday,True
2025-11-22,East,Beauty,Online,1,36.9,36.9,11,Nov,4,Saturday,True
2025-06-11,East,Clothing,In-Store,5,55.13,275.65,6,Jun,2,Wednesday,False
2025-10-14,East,Electronics,In-Store,4,236.4,945.6,10,Oct,4,Tuesday,False
2025-07-09,North,Clothing,Online,7,44.03,308.21,7,Jul,3,Wednesday,False
2025-03-28,West,Sports,Online,7,65.44,458.08,3,Mar,1,Friday,False
2025-02-15,North,Clothing,Online,1,44.42,44.42,2,Feb,1,Saturday,True
2025-01-16,South,Electronics,Online,3,282.42,847.26,1,Jan,1,Thursday,False
2025-07-09,North,Sports,In-Store,4,62.56,250.24,7,Jul,3,Wednesday,False
2025-12-03,North,Beauty,In-Store,7,34.23,239.61,12,Dec,4,Wednesday,False
2025-08-04,South,Electronics,Online,4,280.34,1121.36,8,Aug,3,Monday,False
2025-04-24,East,Electronics,Online,5,219.9,1099.5,4,Apr,2,Thursday,False
2025-04-03,West,Clothing,Online,1,56.23,56.23,4,Apr,2,Thursday,False
2025-08-21,East,Clothing,Online,4,49.58,198.32,8,Aug,3,Thursday,False
2025-10-28,West,Clothing,Online,4,55.37,221.48,10,Oct,4,Tuesday,False
2025-05-11,North,Electronics,In-Store,3,235.8,707.4,5,May,2,Sunday,True
2025-05-25,West,Electronics,Online,7,224.08,1568.56,5,May,2,Sunday,True
2025-09-16,South,Clothing,Online,2,42.51,85.02,9,Sep,3,Tuesday,False
2025-01-09,South,Electronics,In-Store,1,224.34,224.34,1,Jan,1,Thursday,False
2025-06-21,North,Electronics,Online,2,240.46,480.92,6,Jun,2,Saturday,True
2025-09-29,North,Sports,In-Store,1,52.08,52.08,9,Sep,3,Monday,False
2025-01-29,East,Electronics,Online,3,221.49,664.47,1,Jan,1,Wednesday,False
2025-10-27,East,Clothing,Online,7,50.15,351.05,10,Oct,4,Monday,False
2025-12-16,South,Clothing,Online,7,42.86,300.02,12,Dec,4,Tuesday,False
2025-10-17,West,Electronics,Online,2,253.38,506.76,10,Oct,4,Friday,False
2025-07-04,North,Clothing,Online,2,47.59,95.18,7,Jul,3,Friday,False
2025-10-20,West,Electronics,In-Store,4,261.84,1047.36,10,Oct,4,Monday,False
2025-06-29,South,Beauty,Online,3,34.44,103.32,6,Jun,2,Sunday,True
2025-04-16,North,Electronics,In-Store,4,253.24,1012.96,4,Apr,2,Wednesday,False
2025-08-01,North,Beauty,In-Store,5,32.98,164.9,8,Aug,3,Friday,False
2025-01-25,West,Beauty,Online,4,30.76,123.04,1,Jan,1,Saturday,True
2025-11-17,South,Beauty,In-Store,1,27.45,27.45,11,Nov,4,Monday,False
2025-01-15,South,Electronics,In-Store,1,263.34,263.34,1,Jan,1,Wednesday,False
2025-10-28,West,Home & Kitchen,Online,7,97.95,685.65,10,Oct,4,Tuesday,False
2025-12-02,South,Clothing,Online,2,47.42,94.84,12,Dec,4,Tuesday,False
2025-12-31,East,Electronics,Online,3,276.44,829.32,12,Dec,4,Wednesday,False
2025-06-02,West,Home & Kitchen,In-Store,3,68.33,204.99,6,Jun,2,Monday,False
2025-12-03,East,Electronics,Online,6,227.62,1365.72,12,Dec,4,Wednesday,False
2025-08-27,South,Electronics,Online,5,298.3,1491.5,8,Aug,3,Wednesday,False
2025-12-30,East,Electronics,Online,4,282.94,1131.76,12,Dec,4,Tuesday,False
2025-04-18,North,Electronics,In-Store,4,270.39,1081.56,4,Apr,2,Friday,False
2025-11-16,South,Home & Kitchen,In-Store,1,89.45,89.45,11,Nov,4,Sunday,True
2025-10-02,East,Home & Kitchen,Online,7,70.17,491.19,10,Oct,4,Thursday,False
2025-09-15,South,Beauty,In-Store,4,31.23,124.92,9,Sep,3,Monday,False
2025-06-23,West,Sports,Online,5,68.42,342.1,6,Jun,2,Monday,False
2025-10-12,West,Electronics,Online,3,242.52,727.56,10,Oct,4,Sunday,True
2025-10-29,East,Clothing,Online,7,47.53,332.71,10,Oct,4,Wednesday,False
2025-09-06,North,Sports,Online,5,73.13,365.65,9,Sep,3,Saturday,True
2025-06-15,East,Clothing,In-Store,5,52.76,263.8,6,Jun,2,Sunday,True
2025-10-30,South,Electronics,Online,6,216.72,1300.32,10,Oct,4,Thursday,False
2025-02-27,South,Sports,In-Store,6,71.14,426.84,2,Feb,1,Thursday,False
2025-12-16,South,Sports,Online,6,53.24,319.44,12,Dec,4,Tuesday,False
2025-06-02,West,Electronics,Online,6,255.14,1530.84,6,Jun,2,Monday,False
2025-05-01,West,Clothing,Online,7,52.9,370.3,5,May,2,Thursday,False
2025-05-01,East,Beauty,Online,7,36.07,252.49,5,May,2,Thursday,False
2025-06-29,East,Sports,Online,6,59.56,357.36,6,Jun,2,Sunday,True
2025-03-11,South,Sports,In-Store,1,61.995000000000005,62.0,3,Mar,1,Tuesday,False
2025-02-01,North,Home & Kitchen,In-Store,3,70.6,211.8,2,Feb,1,Saturday,True
2025-10-06,North,Home & Kitchen,Online,4,82.54,330.16,10,Oct,4,Monday,False
2025-12-23,South,Home & Kitchen,In-Store,4,72.95,291.8,12,Dec,4,Tuesday,False
2025-12-19,East,Electronics,Online,4,261.56,1046.24,12,Dec,4,Friday,False
2025-06-21,West,Electronics,Online,3,297.47,892.41,6,Jun,2,Saturday,True
2025-06-10,North,Beauty,Online,2,30.28,60.56,6,Jun,2,Tuesday,False
2025-12-07,West,Electronics,Online,7,292.07,2044.49,12,Dec,4,Sunday,True
2025-05-29,West,Clothing,Online,3,50.7,152.1,5,May,2,Thursday,False
2025-01-26,East,Electronics,In-Store,5,222.1,1110.5,1,Jan,1,Sunday,True
2025-08-22,East,Beauty,In-Store,4,31.23,124.92,8,Aug,3,Friday,False
2025-06-07,South,Beauty,Online,4,36.11,144.44,6,Jun,2,Saturday,True
2025-03-03,South,Electronics,Online,5,312.28,1561.4,3,Mar,1,Monday,False
2025-09-25,East,Sports,In-Store,7,58.63,410.41,9,Sep,3,Thursday,False
2025-08-10,South,Home & Kitchen,Online,6,68.67,412.02,8,Aug,3,Sunday,True
2025-11-07,West,Clothing,In-Store,7,46.17,323.19,11,Nov,4,Friday,False
2025-11-21,West,Clothing,In-Store,2,46.97,93.94,11,Nov,4,Friday,False
2025-11-28,West,Electronics,Online,6,304.96,1829.76,11,Nov,4,Friday,False
2025-04-13,North,Clothing,Online,4,40.7,162.8,4,Apr,2,Sunday,True
2025-10-31,North,Electronics,Online,5,295.72,1478.6,10,Oct,4,Friday,False
2025-03-09,South,Home & Kitchen,In-Store,7,97.24,680.68,3,Mar,1,Sunday,True
2025-12-13,North,Sports,Online,4,72.55,290.2,12,Dec,4,Saturday,True
2025-08-01,West,Clothing,Online,1,46.24,46.24,8,Aug,3,Friday,False
2025-02-18,North,Home & Kitchen,In-Store,1,87.92,87.92,2,Feb,1,Tuesday,False
2025-05-25,West,Clothing,Online,4,46.67,186.68,5,May,2,Sunday,True
2025-09-10,East,Electronics,Online,6,251.67,1510.02,9,Sep,3,Wednesday,False
2025-09-16,North,Clothing,Online,7,40.06,280.42,9,Sep,3,Tuesday,False
2025-05-05,East,Beauty,Online,7,25.56,178.92,5,May,2,Monday,False
2025-11-16,East,Clothing,Online,4,50.03,200.12,11,Nov,4,Sunday,True
2025-07-12,East,Electronics,Online,1,255.38,255.38,7,Jul,3,Saturday,True
2025-09-01,North,Sports,Online,1,58.9,58.9,9,Sep,3,Monday,False
2025-07-26,South,Sports,Online,3,55.93,167.79,7,Jul,3,Saturday,True
2025-04-17,North,Electronics,Online,7,270.19,1891.33,4,Apr,2,Thursday,False
2025-05-07,North,Beauty,Online,3,33.51,100.53,5,May,2,Wednesday,False
2025-03-07,West,Clothing,In-Store,2,47.29,94.58,3,Mar,1,Friday,False
2025-09-11,West,Sports,Online,3,52.17,156.51,9,Sep,3,Thursday,False
2025-01-27,West,Sports,In-Store,7,55.96,391.72,1,Jan,1,Monday,False
2025-10-17,West,Clothing,In-Store,3,38.68,116.04,10,Oct,4,Friday,False
2025-02-12,West,Beauty,In-Store,2,27.42,54.84,2,Feb,1,Wednesday,False
2025-10-23,South,Clothing,In-Store,4,51.74,206.96,10,Oct,4,Thursday,False
2025-11-07,South,Sports,Online,2,51.42,102.84,11,Nov,4,Friday,False
2025-10-05,South,Electronics,Online,3,277.18,831.54,10,Oct,4,Sunday,True
2025-02-20,North,Clothing,Online,2,48.36,96.72,2,Feb,1,Thursday,False
2025-12-04,North,Clothing,Online,3,46.83,140.49,12,Dec,4,Thursday,False
2025-05-31,West,Home & Kitchen,In-Store,1,89.48,89.48,5,May,2,Saturday,True
2025-07-01,South,Home & Kitchen,Online,6,74.75,448.5,7,Jul,3,Tuesday,False
2025-09-15,East,Electronics,Online,5,256.55,1282.75,9,Sep,3,Monday,False
2025-02-22,South,Home & Kitchen,Online,3,72.39,217.17,2,Feb,1,Saturday,True
2025-02-04,South,Sports,Online,3,71.95,215.85,2,Feb,1,Tuesday,False
2025-02-05,South,Home & Kitchen,Online,4,68.93,275.72,2,Feb,1,Wednesday,False
2025-05-22,West,Clothing,In-Store,2,51.91,103.82,5,May,2,Thursday,False
2025-05-09,East,Clothing,Online,4,52.17,208.68,5,May,2,Friday,False
2025-04-10,East,Home & Kitchen,In-Store,2,70.45,140.9,4,Apr,2,Thursday,False
2025-04-30,West,Sports,In-Store,3,72.06,216.18,4,Apr,2,Wednesday,False
2025-03-16,South,Sports,Online,7,58.86,412.02,3,Mar,1,Sunday,True
2025-04-09,West,Electronics,In-Store,5,233.19,1165.95,4,Apr,2,Wednesday,False
2025-07-09,South,Home & Kitchen,Online,2,71.63,143.26,7,Jul,3,Wednesday,False
2025-05-03,South,Clothing,In-Store,2,52.73,105.46,5,May,2,Saturday,True
2025-03-08,North,Home & Kitchen,In-Store,2,92.79,185.58,3,Mar,1,Saturday,True
2025-05-11,North,Electronics,In-Store,1,286.17,286.17,5,May,2,Sunday,True
2025-03-11,North,Clothing,In-Store,7,50.37,352.59,3,Mar,1,Tuesday,False
2025-10-10,West,Electronics,Online,7,290.77,2035.39,10,Oct,4,Friday,False
2025-12-08,South,Home & Kitchen,Online,7,85.51,598.57,12,Dec,4,Monday,False
2025-10-29,North,Home & Kitchen,Online,6,92.1,552.6,10,Oct,4,Wednesday,False
2025-10-21,South,Electronics,Online,7,216.42,1514.94,10,Oct,4,Tuesday,False
2025-02-17,North,Home & Kitchen,In-Store,3,80.54,241.62,2,Feb,1,Monday,False
2025-02-24,East,Sports,Online,5,72.37,361.85,2,Feb,1,Monday,False
2025-04-25,North,Clothing,Online,3,54.88,164.64,4,Apr,2,Friday,False
2025-12-09,North,Sports,Online,5,65.24,326.2,12,Dec,4,Tuesday,False
2025-05-14,North,Electronics,In-Store,4,257.47,1029.88,5,May,2,Wednesday,False
2025-06-14,East,Clothing,In-Store,3,43.93,131.79,6,Jun,2,Saturday,True
2025-08-25,North,Home & Kitchen,In-Store,1,68.4,68.4,8,Aug,3,Monday,False
2025-05-17,South,Sports,In-Store,1,65.81,65.81,5,May,2,Saturday,True
2025-01-03,East,Beauty,Online,5,27.03,135.15,1,Jan,1,Friday,False
2025-05-02,East,Home & Kitchen,Online,6,70.41,422.46,5,May,2,Friday,False
2025-12-11,South,Electronics,Online,3,250.42,751.26,12,Dec,4,Thursday,False
2025-11-12,North,Electronics,In-Store,1,273.99,273.99,11,Nov,4,Wednesday,False
2025-04-25,West,Clothing,Online,3,47.455,142.36,4,Apr,2,Friday,False
2025-11-30,South,Sports,Online,4,53.47,213.88,11,Nov,4,Sunday,True
2025-01-16,South,Home & Kitchen,Online,5,71.63,358.15,1,Jan,1,Thursday,False
2025-01-06,North,Electronics,Online,7,279.29,1955.03,1,Jan,1,Monday,False
2025-03-06,North,Sports,Online,1,65.3,65.3,3,Mar,1,Thursday,False
2025-07-01,South,Beauty,Online,1,37.28,37.28,7,Jul,3,Tuesday,False
2025-03-15,East,Electronics,In-Store,4,219.35,877.4,3,Mar,1,Saturday,True
2025-01-10,South,Sports,Online,6,73.18,439.08,1,Jan,1,Friday,False
2025-08-06,North,Beauty,In-Store,3,26.44,79.32,8,Aug,3,Wednesday,False
2025-01-14,North,Sports,Online,7,66.51,465.57,1,Jan,1,Tuesday,False
2025-05-23,East,Electronics,Online,7,233.89,1637.23,5,May,2,Friday,False
2025-07-11,South,Sports,Online,6,51.27,307.62,7,Jul,3,Friday,False
2025-07-21,South,Home & Kitchen,In-Store,2,76.21,152.42,7,Jul,3,Monday,False
2025-08-06,East,Clothing,Online,3,55.43,166.29,8,Aug,3,Wednesday,False
2025-06-01,East,Home & Kitchen,Online,3,82.99,248.97,6,Jun,2,Sunday,True
2025-12-20,East,Clothing,In-Store,4,50.3,201.2,12,Dec,4,Saturday,True
2025-05-16,South,Home & Kitchen,Online,6,80.0,480.0,5,May,2,Friday,False
2025-03-20,North,Clothing,Online,5,54.58,272.9,3,Mar,1,Thursday,False
2025-03-23,North,Beauty,In-Store,6,32.55,195.3,3,Mar,1,Sunday,True
2025-08-12,West,Sports,In-Store,7,72.89,510.23,8,Aug,3,Tuesday,False
2025-08-09,East,Electronics,Online,6,308.16,1848.96,8,Aug,3,Saturday,True
2025-04-25,West,Sports,Online,2,70.04,140.08,4,Apr,2,Friday,False
2025-01-31,North,Home & Kitchen,Online,3,98.25,294.75,1,Jan,1,Friday,False
2025-09-12,East,Electronics,In-Store,3,291.49,874.47,9,Sep,3,Friday,False
2025-06-18,West,Electronics,In-Store,1,235.08,235.08,6,Jun,2,Wednesday,False
2025-02-26,South,Beauty,Online,2,35.23,70.46,2,Feb,1,Wednesday,False
2025-10-15,South,Electronics,Online,6,255.67,1534.02,10,Oct,4,Wednesday,False
2025-05-07,North,Home & Kitchen,Online,1,83.07,83.07,5,May,2,Wednesday,False
2025-11-15,West,Beauty,In-Store,3,29.94,89.82,11,Nov,4,Saturday,True
2025-12-02,North,Sports,Online,3,67.64,202.92,12,Dec,4,Tuesday,False
2025-10-04,West,Electronics,In-Store,1,262.58,262.58,10,Oct,4,Saturday,True
2025-09-19,South,Clothing,Online,1,53.08,53.08,9,Sep,3,Friday,False
2025-12-22,West,Home & Kitchen,Online,3,98.1,294.3,12,Dec,4,Monday,False
2025-03-15,West,Electronics,Online,4,272.51,1090.04,3,Mar,1,Saturday,True
2025-03-22,North,Clothing,Online,5,47.84,239.2,3,Mar,1,Saturday,True
2025-04-29,North,Clothing,Online,7,39.54,276.78,4,Apr,2,Tuesday,False
2025-08-31,South,Electronics,In-Store,5,224.78,1123.9,8,Aug,3,Sunday,True
2025-12-05,East,Electronics,Online,4,226.78,907.12,12,Dec,4,Friday,False
2025-11-03,West,Electronics,Online,1,281.55,281.55,11,Nov,4,Monday,False
2025-07-08,North,Home & Kitchen,In-Store,5,76.48,382.4,7,Jul,3,Tuesday,False
2025-10-21,North,Clothing,Online,7,43.06,301.42,10,Oct,4,Tuesday,False
2025-09-24,West,Beauty,Online,4,30.59,122.36,9,Sep,3,Wednesday,False
2025-08-05,East,Clothing,Online,4,44.22,176.88,8,Aug,3,Tuesday,False
2025-08-30,South,Electronics,In-Store,2,263.6,527.2,8,Aug,3,Saturday,True
2025-09-26,North,Home & Kitchen,Online,4,84.25,337.0,9,Sep,3,Friday,False
2025-09-25,North,Home & Kitchen,Online,2,93.31,186.62,9,Sep,3,Thursday,False
2025-04-18,North,Sports,Online,4,56.43,225.72,4,Apr,2,Friday,False
2025-05-23,South,Clothing,Online,7,54.93,384.51,5,May,2,Friday,False
2025-05-03,West,Home & Kitchen,In-Store,7,75.83,530.81,5,May,2,Saturday,True
2025-01-01,East,Clothing,In-Store,7,50.95,356.65,1,Jan,1,Wednesday,False
2025-07-06,North,Electronics,Online,3,267.1,801.3,7,Jul,3,Sunday,True
2025-10-24,East,Clothing,Online,7,52.57,367.99,10,Oct,4,Friday,False
2025-08-19,South,Clothing,Online,4,51.55,206.2,8,Aug,3,Tuesday,False
2025-02-24,South,Electronics,Online,5,244.84,1224.2,2,Feb,1,Monday,False
2025-11-08,West,Home & Kitchen,Online,7,97.33,681.31,11,Nov,4,Saturday,True
2025-12-06,North,Clothing,In-Store,4,51.17,204.68,12,Dec,4,Saturday,True
2025-07-23,West,Home & Kitchen,In-Store,7,75.19,526.33,7,Jul,3,Wednesday,False
2025-06-15,North,Electronics,Online,3,311.46,934.38,6,Jun,2,Sunday,True
2025-09-06,East,Clothing,In-Store,6,52.34,314.04,9,Sep,3,Saturday,True
2025-12-02,South,Sports,Online,1,52.31,52.31,12,Dec,4,Tuesday,False
2025-04-21,South,Home & Kitchen,Online,7,97.3,681.1,4,Apr,2,Monday,False
2025-06-21,East,Beauty,Online,6,27.77,166.62,6,Jun,2,Saturday,True
2025-07-15,North,Home & Kitchen,Online,6,72.78,436.68,7,Jul,3,Tuesday,False
2025-03-26,North,Home & Kitchen,In-Store,7,83.07,581.49,3,Mar,1,Wednesday,False
2025-06-22,East,Home & Kitchen,Online,4,74.97,299.88,6,Jun,2,Sunday,True
2025-12-16,South,Electronics,Online,1,259.5,259.5,12,Dec,4,Tuesday,False
2025-08-11,West,Home & Kitchen,Online,5,77.26,386.3,8,Aug,3,Monday,False
2025-07-08,West,Home & Kitchen,Online,3,86.6,259.8,7,Jul,3,Tuesday,False
2025-01-11,East,Home & Kitchen,In-Store,5,81.16,405.8,1,Jan,1,Saturday,True
2025-11-17,East,Sports,In-Store,6,68.39,410.34,11,Nov,4,Monday,False
2025-05-23,South,Electronics,In-Store,1,261.96,261.96,5,May,2,Friday,False
2025-03-13,East,Clothing,Online,3,38.88,116.64,3,Mar,1,Thursday,False
2025-06-04,West,Clothing,Online,5,39.79,198.95,6,Jun,2,Wednesday,False
2025-09-12,West,Sports,In-Store,3,57.33,171.99,9,Sep,3,Friday,False
2025-01-14,West,Clothing,In-Store,5,54.12,270.6,1,Jan,1,Tuesday,False
2025-06-19,East,Clothing,Online,2,47.16,94.32,6,Jun,2,Thursday,False
2025-01-07,West,Clothing,In-Store,4,49.94,199.76,1,Jan,1,Tuesday,False
2025-04-25,West,Home & Kitchen,Online,4,94.26,377.04,4,Apr,2,Friday,False
2025-11-03,North,Home & Kitchen,In-Store,6,96.49,578.94,11,Nov,4,Monday,False
2025-02-12,East,Electronics,Online,1,283.11,283.11,2,Feb,1,Wednesday,False
2025-09-03,North,Electronics,Online,1,284.6,284.6,9,Sep,3,Wednesday,False
2025-09-22,West,Home & Kitchen,Online,4,75.69,302.76,9,Sep,3,Monday,False
2025-03-14,South,Beauty,Online,6,28.94,173.64,3,Mar,1,Friday,False
2025-12-29,West,Electronics,Online,4,228.99,915.96,12,Dec,4,Monday,False
2025-08-11,North,Sports,Online,1,64.63,64.63,8,Aug,3,Monday,False
2025-02-11,South,Electronics,Online,6,247.04,1482.24,2,Feb,1,Tuesday,False
2025-10-04,West,Electronics,Online,2,251.96,503.92,10,Oct,4,Saturday,True
2025-11-09,East,Electronics,Online,7,297.49,2082.43,11,Nov,4,Sunday,True
2025-06-28,North,Electronics,Online,4,252.63,1010.52,6,Jun,2,Saturday,True
2025-06-16,West,Clothing,Online,6,44.49,266.94,6,Jun,2,Monday,False
2025-07-08,East,Sports,Online,1,56.24,56.24,7,Jul,3,Tuesday,False
2025-06-11,West,Home & Kitchen,Online,4,78.78,315.12,6,Jun,2,Wednesday,False
2025-01-12,East,Electronics,In-Store,5,229.2,1146.0,1,Jan,1,Sunday,True
2025-11-13,East,Home & Kitchen,Online,5,76.08,380.4,11,Nov,4,Thursday,False
2025-03-09,South,Home & Kitchen,Online,6,74.85,449.1,3,Mar,1,Sunday,True
2025-10-27,East,Electronics,In-Store,4,293.9,1175.6,10,Oct,4,Monday,False
